ChemicalName,Formula,Synonyms,CatalogCode,CompanyName,Grade,Disposal,CAS,Class,CompatibleFamily,SignalWord,HazardStatement,GHSCodes,SDSURL,School,StoreRoom,Shelf,UOM,LastUsed,MinReorderAmount,Amount,Notes,KitCatalog
"1,10-Phenanthroline monohydrochloride monohydrate",C12H8N2.HCl.H2O,No information available,,J.T. Baker,,,18851-33-7,Organic compound,,Danger,Toxic if swallowed,AC,https://www.fishersci.com/store/msds?partNumber=AC130141000&productDescription=-phenanthroline-mono-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-5,g,,,5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong acids. Strong bases.",
"1,10-Phenanthroline monohydrochloride monohydrate",C12H8N2.HCl.H2O,No information available,,J.T. Baker,,,18851-33-7,Organic compound,,Danger,Toxic if swallowed,AC,https://www.fishersci.com/store/msds?partNumber=AC130141000&productDescription=-phenanthroline-mono-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-5,g,,,5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong acids. Strong bases.",
Oleyl alcohol,C18H36O,No information available,,Alpha Aesar,,,143-28-2,Organic compound,,Warning,"Causes skin irritation
Causes serious eye irritation",IR,https://www.fishersci.com/store/msds?partNumber=AAH3347506&productDescription=oleyl-alcohol-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-5,g,,,50,Store in freezer. Incompatible Materials. Acids. Oxidizing agent.,
Sand,SiO2,"Quartz silica
Sea
Ottawa  (For cement testing/Washed)",,Mallinckrodt,,,14808-60-7,Inorganic salt,,Danger,May cause cancer,CA,https://www.fishersci.com/store/msds?partNumber=S2350&productDescription=sand-ottawa--mesh-kg&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,B-6,kg,,,2.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong oxidizing agents. Strong acids.",
Benzyltriphenylphosphonium chloride,C25H22ClP,None,,Acros,,,1100-88-5,Organic compound,,Danger,"Causes serious eye damage
May cause respiratory irritation
Causes damage to organs
Fatal if swallowed","CO, IR, CA, AC",https://www.fishersci.com/store/msds?partNumber=AC106211000&productDescription=benzyltriphenylphosphoni-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-146,Desicator,g,,,25,"Keep containers tightly closed in a dry, cool and well-ventilated place. Store under an inert atmosphere. Air sensitive. Incompatible Materials. Bases. Strong oxidizing agents.",
Sodium borohydride,H4BNa,"SBH
Sodium tetrahydroborate (Powder)",,Aldrich,,,16940-66-2,Metal-containing compound,,Danger,"In contact with water releases flammable gases which may ignite spontaneously
Toxic if swallowed
Causes severe skin burns and eye damage
May damage fertility
May damage the unborn child","FL, AC, CO, CA",https://www.fishersci.com/store/msds?partNumber=S67825&productDescription=sod-borohydride-powder-g&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-146 ,Desicator,g,,,25,"Keep containers tightly closed in a dry, cool and well-ventilated place. Corrosives area. Keep away from water or moist air. Do not store in aluminum containers. Incompatible Materials. Strong oxidizing agents. Aldehydes. Ketones. Acids. Aluminium.",
Chromium powder,Cr,No information available,,Consolidated Wire,,,7440-47-3,Metal (elemental),,Warning,Flammable solid,FL,https://www.fishersci.com/store/msds?partNumber=AA1014722&productDescription=chromium-pwr-mesh-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-144,East Hood,oz,,,4,Keep under nitrogen. Keep container tightly closed in a dry and well-ventilated place. Incompatible Materials. Acids.,
Lead(II) acetate trihydrate,C4H6O4Pb.3H2O,"Acetic acid, lead salt trihydrate",,JT Baker,,,6080-56-4,Metal-containing compound,,Danger,"Causes serious eye damage
May cause cancer
May damage the unborn child
Suspected of damaging fertility
May cause damage to organs","CO, CA",https://www.fishersci.com/store/msds?partNumber=AC423841000&productDescription=lead-ii-acetate-trihydr-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Store under an inert atmosphere. Incompatible Materials. Strong oxidizing agents. Strong acids. Strong bases. Health 2 Flammability 1 Instability 1 Physical hazards N/A Lead(II) acetate trihydrate",
Lead(II) acetate trihydrate,C4H6O4Pb.3H2O,"Acetic acid, lead salt trihydrate",,JT Baker,,,6080-56-4,Metal-containing compound,,Danger,"Causes serious eye damage
May cause cancer
May damage the unborn child
Suspected of damaging fertility
May cause damage to organs","CO, CA",https://www.fishersci.com/store/msds?partNumber=AC423841000&productDescription=lead-ii-acetate-trihydr-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Store under an inert atmosphere. Incompatible Materials. Strong oxidizing agents. Strong acids. Strong bases. Health 2 Flammability 1 Instability 1 Physical hazards N/A Lead(II) acetate trihydrate",
Lead,Pb,metal,,Fisher,,,7439-92-1,Metal (elemental),,Danger,"May cause cancer
May damage fertility
May damage the unborn child
May cause harm to breast-fed children
Causes damage to organs",CA,https://www.fishersci.com/store/msds?partNumber=AC222621000&productDescription=lead-granular-pa-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,sheet,,,2,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Strong acids. Ammonium nitrate: fertilizers capable of self-sustaining decomposition. Peroxides.",
Lead,Pb,metal,,Fisher,,,7439-92-1,Metal (elemental),,Danger,"May cause cancer
May damage fertility
May damage the unborn child
May cause harm to breast-fed children
Causes damage to organs",CA,https://www.fishersci.com/store/msds?partNumber=AC222621000&productDescription=lead-granular-pa-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,sheet,,,2,"Keep in a dry, cool and well-ventilated place. Keep container tightly closed. Incompatible Materials. Strong acids. Ammonium nitrate: fertilizers capable of self-sustaining decomposition. Peroxides.",
Mercury(II) chloride,Cl2Hg,Mercuric chloride,,JT Baker,,,7487-94-7,Organic compound,,Danger,"Fatal if swallowed
Fatal in contact with skin
Causes severe skin burns and eye damage
Suspected of causing genetic defects
Suspected of damaging fertility
May cause respiratory irritation
Causes damage to organs","AC, CO, CA, IR",https://www.fishersci.com/store/msds?partNumber=AA1227422&productDescription=mercury-ii-chloride-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,50,"Keep containers tightly closed in a dry, cool and well-ventilated place. Protect from direct sunlight. Corrosives area. Incompatible Materials. Organic materials. Acids. Bases. Strong oxidizing agents. Ammonia. Sulfides. Lead. Metals. copper.",
Mercury(II) chloride,Cl2Hg,Mercuric chloride,,JT Baker,,,7487-94-7,Organic compound,,Danger,"Fatal if swallowed
Fatal in contact with skin
Causes severe skin burns and eye damage
Suspected of causing genetic defects
Suspected of damaging fertility
May cause respiratory irritation
Causes damage to organs","AC, CO, CA, IR",https://www.fishersci.com/store/msds?partNumber=AA1227422&productDescription=mercury-ii-chloride-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,50,"Keep containers tightly closed in a dry, cool and well-ventilated place. Protect from direct sunlight. Corrosives area. Incompatible Materials. Organic materials. Acids. Bases. Strong oxidizing agents. Ammonia. Sulfides. Lead. Metals. copper.",
Mercury(II) chloride,Cl2Hg,Mercuric chloride,,JT Baker,,,7487-94-7,Organic compound,,Danger,"Fatal if swallowed
Fatal in contact with skin
Causes severe skin burns and eye damage
Suspected of causing genetic defects
Suspected of damaging fertility
May cause respiratory irritation
Causes damage to organs","AC, CO, CA, IR",https://www.fishersci.com/store/msds?partNumber=AA1227422&productDescription=mercury-ii-chloride-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,50,"Keep containers tightly closed in a dry, cool and well-ventilated place. Protect from direct sunlight. Corrosives area. Incompatible Materials. Organic materials. Acids. Bases. Strong oxidizing agents. Ammonia. Sulfides. Lead. Metals. copper.",
Mercury(II) iodide,HgI2,Mercuric iodide,,Mallinckrodt,,,7774-29-0,Inorganic acid,,Danger,"May cause damage to organs
Fatal if swallowed","CA, AC",https://www.fishersci.com/store/msds?partNumber=AC193501000&productDescription=mercury-ii-iodide-acs-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,50,"Keep containers tightly closed in a dry, cool and well-ventilated place. Protect from light. Incompatible Materials. Strong oxidizing agents.",
"Mercury(II) oxide, red, ACS",HgO,Mercuric oxide,,Mallinckrodt,,,21908-53-2,Inorganic acid,,Danger,"May cause damage to organs
Fatal if swallowed","CA, AC",https://www.fishersci.com/store/msds?partNumber=AA1227722&productDescription=mercury-ii-oxide-red-acs-g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,lb,,,0.25,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Health 4 Flammability 0 Instability 1 Physical hazards N/A Mercury(II) oxide, red, ACS   Materials. Chlorine. Peroxides. Metals. Reducing Agent. Finely powdered metals.",
Nickel(II) chloride hexahydrate,Cl2Ni.6H2O,"Nickel dichloride.
Nickelous chloride",,Fisher,,,7791-20-0,Metal-containing compound,,Danger,"Causes skin irritation
Causes serious eye irritation
May cause allergy or asthma symptoms or breathing difficulties if inhaled
May cause an allergic skin reaction
Suspected of causing genetic defects
May cause cancer
May damage the unborn child
Causes damage to organs
Toxic if swallowed","IR, CA, AC",https://www.fishersci.com/store/msds?partNumber=AAA143660B&productDescription=nckl-ii-chlride-hxhyd-kg&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong acids. Peroxides. Metals.",
Nickel(II) chloride hexahydrate,Cl2Ni.6H2O,"Nickel dichloride.
Nickelous chloride",,Fisher,,,7791-20-0,Metal-containing compound,,Danger,"Causes skin irritation
Causes serious eye irritation
May cause allergy or asthma symptoms or breathing difficulties if inhaled
May cause an allergic skin reaction
Suspected of causing genetic defects
May cause cancer
May damage the unborn child
Causes damage to organs
Toxic if swallowed","IR, CA, AC",https://www.fishersci.com/store/msds?partNumber=AAA143660B&productDescription=nckl-ii-chlride-hxhyd-kg&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,250,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong acids. Peroxides. Metals.",
Nickel powder,Ni,No information available,,Strem,,,7440-02-0,Metal (elemental),,Danger,"May cause an allergic skin reaction
May cause cancer
Causes damage to organs","IR, CA",https://www.fishersci.com/store/msds?partNumber=AA1067422&productDescription=nckl-pwr-msh---g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,100,"Keep containers tightly closed in a dry, cool and well-ventilated place.",
Nickel powder,Ni,No information available,,Strem,,,7440-02-0,Metal (elemental),,Danger,"May cause an allergic skin reaction
May cause cancer
Causes damage to organs","IR, CA",https://www.fishersci.com/store/msds?partNumber=AA1067422&productDescription=nckl-pwr-msh---g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,100,"Keep containers tightly closed in a dry, cool and well-ventilated place.",
Nickel powder,Ni,No information available,,Strem,,,7440-02-0,Metal (elemental),,Danger,"May cause an allergic skin reaction
May cause cancer
Causes damage to organs","IR, CA",https://www.fishersci.com/store/msds?partNumber=AA1067422&productDescription=nckl-pwr-msh---g&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,100,"Keep containers tightly closed in a dry, cool and well-ventilated place.",
1-Methylimidazole,C4H6N2,"1H-Imidazole, 1-Methyl-
N-Methylimidazole.",,JT Baker,,,616-47-7,Organic compound,,Danger,"Combustible liquid
Harmful if swallowed
Toxic in contact with skin
Causes severe skin burns and eye damage
May cause respiratory irritation
Suspected of damaging the unborn child","IR, AC, CO, CA",https://www.fishersci.com/store/msds?partNumber=AC126995000&productDescription=methylimidazole-gr&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,lb,,,0.5,"Keep containers tightly closed in a dry, cool and well-ventilated place. Corrosives area. Keep away from heat, sparks and flame. Incompatible Materials. Strong oxidizing agents.",
Nickel(II) chloride hexahydrate,Cl2Ni.6H2O,"Nickel dichloride.
Nickelous chloride",,Sigma-Aldrich,,,7791-20-0,Metal-containing compound,,Danger,"Causes skin irritation
Causes serious eye irritation
May cause allergy or asthma symptoms or breathing difficulties if inhaled
May cause an allergic skin reaction
Suspected of causing genetic defects
May cause cancer
May damage the unborn child
Causes damage to organs
Toxic if swallowed","IR, CA, AC",https://www.fishersci.com/store/msds?partNumber=AAA143660B&productDescription=nckl-ii-chlride-hxhyd-kg&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,East Hood,g,,,100,"Keep containers tightly closed in a dry, cool and well-ventilated place. Incompatible Materials. Strong acids. Peroxides. Metals.",
Not Found,Not Found,,,Baker ,,,Not Found,Not Found,,Not Found,,Not Found,Not Found,CSCC TUNXIS,6-147,East Hood,lb,,,0.13,Not Found,
Cyclohexanone,C6H10O,"Ketohexamethylene
Pimelic ketone.",,Fisher,,,108-94-1,Organic compound,,Danger,"Flammable liquid and vapor
Causes skin irritation
Causes serious eye damage
May cause respiratory irritation
May cause drowsiness or dizziness
Harmful if swallowed","FL, IR, CO",https://www.fishersci.com/store/msds?partNumber=AA33309K2&productDescription=cyclohexanone-acs-l&vendorId=VN00024248&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,Flamm. Cab (S1),mL,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Keep away from heat, sparks and flame. Flammables area. Incompatible Materials. Strong oxidizing agents. Strong acids. .",
Ethylene glycol dimethyl ether,C4H10O2,"Monoglyme
1,2-Dimethoxyethane",,Fisher ,,,110-71-4,Organic compound,,Danger,"Highly Flammable liquid and vapor
Causes skin irritation
Causes serious eye irritation
Harmful if inhaled
May damage fertility
May damage the unborn child","FL, IR, CA",https://www.fishersci.com/store/msds?partNumber=AC118450010&productDescription=ethylene-glycol-dimethyl-ml&vendorId=VN00032119&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,Flamm. Cab. (S1),mL,,,300,"Keep containers tightly closed in a dry, cool and well-ventilated place. Containers should be dated when opened and tested periodically for the presence of peroxides. Should crystals form in a peroxidizable liquid, peroxidation may have occurred and the product should be considered extremely dangerous. In this instance, the container should only be opened remotely by professionals. Keep away from heat, sparks and flame. Incompatible Materials. Strong oxidizing agents.",
"1,4-Dioxane",C4H8O2,Diox,,Mallinckrodt ,,,123-91-1,Organic compound,,Danger,"Highly Flammable liquid and vapor
Causes serious eye irritation
May cause respiratory irritation
May cause cancer","FL, IR, CA",https://www.fishersci.com/store/msds?partNumber=D1114&productDescription=--dioxane-certified-acs-l&vendorId=VN00033897&keyword=true&countryCode=US&language=en,CSCC TUNXIS,6-147,Flamm. Cab. (S1),mL,,,500,"Keep containers tightly closed in a dry, cool and well-ventilated place. Store under an inert atmosphere. Flammables area. May form explosive peroxides. Containers should be dated when opened and tested periodically for the presence of peroxides. Should crystals form in a peroxidizable liquid, peroxidation may have occurred and the product should be considered extremely dangerous. In this instance, the container should only be opened remotely by professionals. Keep away from heat, sparks and flame. Air sensitive. Incompatible Materials. Strong oxidizing agents. Reducing Agent. Halogens.",
